text,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
Flying back to the farm in style! Checking the 777 off my bucket list. @americanair pic.twitter.com/MptZv3DDvq,Flying back farm style Checking bucket list pic twitter com MptZv DDvq,0,13,0,0,16,1,0,0,0,4, Flying back farm style Checking bucket list pic twitter com Mitzvah DVD
"Thank you for this. I was waiting at a gate to board one of your flights when I saw this today, and was pleased that I had chosen to fly with you.",Thank I waiting gate board one flights I saw today pleased I chosen fly,0,11,0,2,30,1,0,0,0,3, Thank I waiting gate board one flights I saw today pleased I chosen fly
Back to the #mothership @AmericanAir @BoeingAirplanes 777-200ER N774AN comes home pic.twitter.com/xdTW5lhAwT,Back mothership ER N AN comes home pic twitter com xdTW lhAwT,2,13,0,0,11,1,0,0,1,5, Back mother ship ER N AN comes home pic twitter com TWX Lhasa
"One parcel carrier that remains suspiciously quiet on the topic of elephant hunting trophy imports to the US is @FedEx . For the record, @FedEx still ship #shark fin. BIG thanks to @UPS , @AmericanAir and @delta for not shipping #shark fin or barbaric hunting trophies. https:// twitter.com/biologistdan/s tatus/931181499155611648 …",One parcel carrier remains suspiciously quiet topic elephant hunting trophy imports US For record still ship shark fin BIG thanks shipping shark fin barbaric hunting trophies https twitter com biologistdan tatus,2,35,2,2,46,1,0,0,2,16, One parcel carrier remains suspiciously quiet topic elephant hunting trophy imports US For record still ship shark fin BIG thanks shipping shark fin barbaric hunting trophies HTTP twitter com biologist tats
"What a backlash indeed. Here is #AmericanAirlines response to transporting #EndangeredSpecies : American AirlinesVerified account @AmericanAir Replying to @queenwaldorff Since 2015, American has banned the transport of animal trophies. We have no plans to change our policy.",What backlash indeed Here AmericanAirlines response transporting EndangeredSpecies American AirlinesVerified account Replying Since American banned transport animal trophies We plans change policy,0,21,0,0,37,1,0,0,2,9, What backlash indeed Here American Airlines response transporting Endangered Species American Airlines Verified account Replying Since American banned transport animal trophies We plans change policy
The @AmericanAir ExtrAA Mile Award goes to a person or group that goes above and beyond in supporting LGBT inclusion and equality. None are more deserving than Judy and Dennis Shepard of @MattShepardFDN . Thank you for all you do. #NGLCCis15 pic.twitter.com/zHeVHLaex2,The ExtrAA Mile Award goes person group goes beyond supporting LGBT inclusion equality None deserving Judy Dennis Shepard Thank NGLCCis pic twitter com zHeVHLaex,1,25,0,4,38,1,0,0,1,7, The Extra A Mile Award goes person group goes beyond supporting LGBT inclusion equality None deserving Judy Dennis Shepard Thank Anglicism pic twitter com 
Thanks to Gabby from @AmericanAir at Charlotte for running back on to the plane to find my wallet for me. Saved my life.,Thanks Gabby Charlotte running back plane find wallet Saved life,0,11,0,0,23,1,0,0,0,3, Thanks Gabby Charlotte running back plane find wallet Saved life
11 day trip #Analytics : 2 countries 8 states 13 time zone changes 13 @Starbucks 7 spin classes 7 ride share rides 7 @Marriott stays 4 @AVIS car rentals 3 advisories 3 airlines @AmericanAir @United @SouthwestAir 2 user conferences 1 analyst summit 1 keynote,day trip Analytics countries states time zone changes spin classes ride share rides stays car rentals advisories airlines user conferences analyst summit keynote,0,29,0,0,44,0,0,0,1,8, day trip Analytic countries states time zone changes spin classes ride share rides stays car rentals advisories airlines user conferences analyst summit keynote
Another reason to fly @AmericanAir . Hope the other airlines will follow https:// twitter.com/AmericanAir/st atus/931359883714277377 …,Another reason fly Hope airlines follow https twitter com AmericanAir st atus,0,13,0,0,16,1,0,0,0,6, Another reason fly Hope airlines follow HTTP twitter com American Air st taus
"So we keep fighting!! They were using commercial airlines. Not all have private jets. Please, be grateful for the progress and encourage others to follow suit",So keep fighting They using commercial airlines Not private jets Please grateful progress encourage others follow suit,0,14,0,3,23,1,0,0,0,4, So keep fighting They using commercial airlines Not private jets Please grateful progress encourage others follow suit
A9 Lie-flat business seats? YES PLEASE! Tried it via @AmericanAir and LOVED it! Pure luxury and comfy #TravelSkills pic.twitter.com/yZsPEJ00wL,A Lie flat business seats YES PLEASE Tried via LOVED Pure luxury comfy TravelSkills pic twitter com yZsPEJ wL,3,19,0,4,15,1,0,0,1,7, A Lie flat business seats YES PLEASE Tried via LOVED Pure luxury comfy Travel Skills pic twitter com  w
Amazing! Proud to work here @americanair American Airlines Sky Ball raises $3.1 million to help ailing veterans https://www. dallasnews.com/business/phila nthropy/2017/11/16/american-airlines-sky-ball-raises-31-million-help-ailing-veterans …,Amazing Proud work American Airlines Sky Ball raises million help ailing veterans https www dallasnews com business phila nthropy american airlines sky ball raises million help ailing veterans,0,29,1,2,18,1,0,0,0,7, Amazing Proud work American Airlines Sky Ball raises million help ailing veterans HTTP WWW Dallas com business phial nth ropy American airlines sky ball raises million help ailing veterans
"Thanks for letting me share, #Unapologetically @inkglobal . Also available in-flight on @Americanair https:// americanwaymagazine.com/kelsea-balleri ni-makes-no-apologies-her-new-album …",Thanks letting share Unapologetically Also available flight https americanwaymagazine com kelsea balleri ni makes apologies new album,0,19,0,1,16,1,0,0,1,10, Thanks letting share Unapologetic ally Also available flight HTTP Americanization com Kelsey ballerina nigh makes apologies new album
Ready for #Thanksgiving travel? Spend a day with @DFWAirport and @AmericanAir in this time-lapse video. We hope your travels are this fast! pic.twitter.com/MvlM49PGoF,Ready Thanksgiving travel Spend day time lapse video We hope travels fast pic twitter com MvlM PGoF,0,18,0,1,22,1,0,0,1,8, Ready Thanksgiving travel Spend day time lapse video We hope travels fast pic twitter com MVP Pg Of
. @MiloVentimiglia Thanks for helping me with my bag on @AmericanAir this morning! #ClassAct,Thanks helping bag morning ClassAct,0,7,0,1,13,1,0,0,1,5, Thanks helping bag morning Class Act
"Not quite the @United #stroopwaffel but, nevertheless, a good combo from @AmericanAir pic.twitter.com/rKdSFtudBA",Not quite stroopwaffel nevertheless good combo pic twitter com rKdSFtudBA,0,11,0,1,12,1,0,0,1,6, Not quite stroboscope nevertheless good combo pic twitter com 
Fuck you @AmericanAir -just hit my head on 1 of your drop down TVs that serve no purpose other than to showcase a bullshit screensaver. Nobody cares about Charlotte. Fuck You - go out of business bitch. Dick. pic.twitter.com/HWfRTw23AJ,Fuck hit head drop TVs serve purpose showcase bullshit screensaver Nobody cares Charlotte Fuck You go business bitch Dick pic twitter com HWfRTw AJ,1,24,3,0,36,1,0,0,0,8, Fuck hit head drop TVs serve purpose showcase bullshit screensaver Nobody cares Charlotte Fuck You go business bitch Dick pic twitter com Heartwood AGE
@AmericanAir @TSA amazing helpful TSA assisting clients w #autism @autismspeaks pic.twitter.com/kWkUVi0pdB,amazing helpful TSA assisting clients w autism pic twitter com kWkUVi pdB,1,15,0,2,9,1,0,0,1,5, amazing helpful TS assisting clients w autism pic twitter com Kwakiutl pd B
Yooo @AmericanAir you guys suck,Yooo guys suck,0,4,1,0,4,1,0,0,0,1, Yoko guys suck
"Woman claims @AmericanAir ignored safety rules, forced her child to fly on her lap http://www. foxnews.com/travel/2017/11 /16/woman-claims-american-airlines-ignored-safety-rules-forced-her-child-to-fly-on-her-lap.html …",Woman claims ignored safety rules forced child fly lap http www foxnews com travel woman claims american airlines ignored safety rules forced child fly lap html,0,27,0,0,18,1,0,0,0,6, Woman claims ignored safety rules forced child fly lap HTTP WWW fox news com travel woman claims American airlines ignored safety rules forced child fly lap HTML
"Thank you, @AmericanAir ! https:// twitter.com/AmericanAir/st atus/931359883714277377 …",Thank https twitter com AmericanAir st atus,0,8,0,1,7,1,0,0,0,7, Thank HTTP twitter com American Air st taus
Exactly. Ethical policies like this are the best way to attract customers like me-will genuinely make a difference in my choice of airline.,Exactly Ethical policies like best way attract customers like genuinely make difference choice airline,0,14,0,4,19,1,0,0,0,3, Exactly Ethical policies like best way attract customers like genuinely make difference choice airline
Just broke 1m lifetime miles on @AmericanAir ... more depressing part: I’m about 100k away from same on 2 other airlines.,Just broke lifetime miles depressing part I k away airlines,0,9,2,0,19,1,0,0,0,5, Just broke lifetime miles depressing part I k away airlines
"If they refuse to transport dismembered elephants, they can use it for all the stealth promo they like for all I care. Obviously company policies and values are gonna matter to consumers, and obviously it's gonna function as a selling point. There's nothing to ""fall for"".",If refuse transport dismembered elephants use stealth promo like I care Obviously company policies values gonna matter consumers obviously gonna function selling point There nothing fall,0,23,1,1,44,1,0,0,0,8, If refuse transport dismembered elephants use stealth promo like I care Obviously company policies values gonna matter consumers obviously gonna function selling point There nothing fall
We are.,We,0,0,0,0,2,1,0,0,0,1, We
Thank you @Delta and @united . Companies with humanity and integrity.,Thank Companies humanity integrity,0,6,0,1,10,1,0,0,0,4, Thank Companies humanity integrity
No other airline replied. I hope we hear that other #airlines will hold firm on the ban to transport #trophies into the U.S. I for one appreciate @AmericanAir reiterating that the will continue with that policy.,No airline replied I hope hear airlines hold firm ban transport trophies U S I one appreciate reiterating continue policy,0,17,0,1,35,1,0,0,2,6, No airline replied I hope hear airlines hold firm ban transport trophies U S I one appreciate reiterating continue policy
@AmericanAir do you allow animal trophies to be shipped on your airlines? Please comment.,allow animal trophies shipped airlines Please comment,0,8,0,0,14,1,0,0,0,3, allow animal trophies shipped airlines Please comment
"Let's all ask @airfrance @AmericanAir @British_Airways @Delta @flysaa @KLM to maintain their commitment not to ship animal ""trophies,"" regardless of Trump's despicable decision.",Let ask maintain commitment ship animal trophies regardless Trump despicable decision,0,18,1,1,21,1,0,0,0,10, Let ask maintain commitment ship animal trophies regardless Trump despicable decision
HAHAHA WHEN A COMPANY USES A TWEET TO PROMOTE THEIR AIRLINES AND PEOPLE FALL FOR IT LOOOOLOLOL,HAHAHA WHEN A COMPANY USES A TWEET TO PROMOTE THEIR AIRLINES AND PEOPLE FALL FOR IT LOOOOLOLOL,15,9,1,0,16,1,0,0,0,0, HANNAH WHEN A COMPANY USES A TWEET TO PROMOTE THEIR AIRLINES AND PEOPLE FALL FOR IT LOOPHOLE
You ought to work on changing your President,You ought work changing President,0,4,0,1,7,1,0,0,0,0, You ought work changing President
"This! Our family has a small business and we will no longer use your services if you do not ban transport! This is absolutely vile! @FedEx , @DHLUS , @AmericanAir , @UPS https:// twitter.com/BiologistDan/s tatus/931181499155611648 …",This Our family small business longer use services ban transport This absolutely vile https twitter com BiologistDan tatus,0,19,0,0,36,1,0,0,0,14, This Our family small business longer use services ban transport This absolutely vile HTTP twitter com Biologist Dan tats
"Susan, AmericaAirline is saying that they already ban big game “trophies” and that they plan to keep the ban in place, and will not transport the horrific evidence of senseless cruelty.",Susan AmericaAirline saying already ban big game trophies plan keep ban place transport horrific evidence senseless cruelty,0,17,2,0,29,1,0,0,0,4, Susan America Airline saying already ban big game trophies plan keep ban place transport horrific evidence senseless cruelty
time to get the message @AmericanAir,time get message,0,4,0,0,6,0,0,0,0,1, time get message
Few things make me hate. This is one of them.,Few things make hate This one,0,4,0,0,10,1,0,0,0,2, Few things make hate This one
"So far @DHLUS , @AmericanAir have publically said they won't transport Animal Trophies. Thank You. @FedEx , @UPS , @VirginAmerica how about it?",So far publically said transport Animal Trophies Thank You,0,12,0,1,22,1,0,0,0,12, So far public ally said transport Animal Trophies Thank You
I support calling for delivery and airline companies to BAN TRANSPORT OF ANIMAL TROPHIES!! @FedEx @DHLUS @AmericanAir @USPS @UPS https:// twitter.com/biologistdan/s tatus/931181499155611648 …,I support calling delivery airline companies BAN TRANSPORT OF ANIMAL TROPHIES https twitter com biologistdan tatus,5,19,0,1,22,1,0,0,0,10, I support calling delivery airline companies BAN TRANSPORT OF ANIMAL TROPHIES HTTP twitter com biologist tats
Confirmation! @AmericanAir will not transport Animal Trophies. Thank You!,Confirmation transport Animal Trophies Thank You,0,6,0,1,8,1,0,0,0,4, Confirmation transport Animal Trophies Thank You
I just started it! The issue is that I'm at 65 airlines (those are the ones that come into the US). Perhaps this would be easier with a script to automate emails or a petition that is delivered to all? I'll look into it but ideas are welcome!,I started The issue I airlines ones come US Perhaps would easier script automate emails petition delivered I look ideas welcome,1,17,1,1,46,1,0,0,0,7, I started The issue I airlines ones come US Perhaps would easier script automate emails petition delivered I look ideas welcome
"Trophies from #Elephant and #Lion hunts can now be brought into to US. Call on @FedEx , @DHLUS , @AmericanAir , and all other delivery and airline companies to ban transport of animal trophies. Calling makes more of an impact then tweeting.",Trophies Elephant Lion hunts brought US Call delivery airline companies ban transport animal trophies Calling makes impact tweeting,1,21,0,0,42,1,0,0,2,11, Trophies Elephant Lion hunts brought US Call delivery airline companies ban transport animal trophies Calling makes impact tweeting
42 airlines around the world stopped transporting hunting trophies - please don't change policy now! @Delta @AmericanAir @VirginAtlantic @united @British_Airways Trophy hunting without science is part of the problem not the solution,airlines around world stopped transporting hunting trophies please change policy Trophy hunting without science part problem solution,0,23,1,1,30,1,0,0,0,8, airlines around world stopped transporting hunting trophies please change policy Trophy hunting without science part problem solution
American has no plans to change our ban on the transport of animal trophies.,American plans change ban transport animal trophies,0,7,0,0,14,1,0,0,0,1, American plans change ban transport animal trophies
"For Karen Mendoza, #AATeam MEX ( @AICM_mx ), working at the airport is like a box of chocolates, you just never know what you’re gonna get – and those experiences are what she loves the most! http:// bit.ly/STTGKaren pic.twitter.com/BJHlGyU059",For Karen Mendoza AATeam MEX working airport like box chocolates never know gonna get experiences loves http bit ly STTGKaren pic twitter com BJHlGyU,1,25,0,2,37,1,0,0,1,12, For Karen Mendoza Teammate MEX working airport like box chocolates never know gonna get experiences loves HTTP bit l Stepparent pic twitter com Bulgy
Thank you @DHLUS ! What say you @AmericanAir @UPS @FedEx,Thank What say,0,6,0,1,9,1,0,0,0,5, Thank What say
This is terrible-I will not travel on any company that transports such 'trophies' - we need a register of unethical transporters,This terrible I travel company transports trophies need register unethical transporters,0,9,1,0,20,1,0,0,0,3, This terrible I travel company transports trophies need register unethical transporters
That precious elephant is worth ten of that little dick murderer.,That precious elephant worth ten little dick murderer,0,7,1,2,8,1,0,0,0,1, That precious elephant worth ten little dick murderer
I’d like to see one of these trophy hunters take on an elephant one on one without a gun.,I like see one trophy hunters take elephant one one without gun,0,11,0,2,17,1,0,0,0,2, I like see one trophy hunters take elephant one one without gun
"**PRICE DROP** Washington DC to San Diego, California (& vice versa) for only $116 roundtrip with @AmericanAir . http://www. secretflying.com/posts/washingt on-dc-san-diego-vice-versa-146-roundtrip/ … pic.twitter.com/iOnyp1jJvT",PRICE DROP Washington DC San Diego California vice versa roundtrip http www secretflying com posts washingt dc san diego vice versa roundtrip pic twitter com iOnyp jJvT,3,28,1,0,22,1,0,0,0,13, PRICE DROP Washington DC San Diego California vice versa round trip HTTP WWW secret flying com posts washing dc San Diego vice versa round trip pic twitter com pinyon JV
"Great seat @AmericanAir but at 6'8"" it's a shame it costs almost 60 bucks extra @exitrow4thetall pic.twitter.com/oI52aHQsiD",Great seat shame costs almost bucks extra pic twitter com oI aHQsiD,0,15,1,1,15,1,0,0,0,5, Great seat shame costs almost bucks extra pic twitter com oi Hasidim
". @united @Delta @AirCanada @AmericanAir @airfrance @cathaypacific @lufthansa @SingaporeAir @WestJet @USAirways etc. Hey, just wanted to say I’m sorry everyone is so mean to all y’all gate agents and flight attendants and everything when it’s not your fault",etc Hey wanted say I sorry everyone mean gate agents flight attendants everything fault,0,23,2,0,36,1,0,0,0,16, etc Hey wanted say I sorry everyone mean gate agents flight attendants everything fault
"Jim Palmersheim and his staff of American Airlines, you are to be congratulated. Thank you for honoring our veterans! #SkyBall @AmericanAir",Jim Palmersheim staff American Airlines congratulated Thank honoring veterans SkyBall,0,11,0,2,19,1,0,0,1,5, Jim Palmerston staff American Airlines congratulated Thank honoring veterans Sky Ball
American Airlines Sky Ball event is without a doubt the most powerful veteran event on the planet! Thank you @AmericanAir ! An honor to be with our nations heroes! pic.twitter.com/GOhjg0ddmr,American Airlines Sky Ball event without doubt powerful veteran event planet Thank An honor nations heroes pic twitter com GOhjg ddmr,0,21,1,3,26,1,0,0,0,5, American Airlines Sky Ball event without doubt powerful veteran event planet Thank An honor nations heroes pic twitter com Gosh DMD
"We welcomed the @AmericanAir crews who landed in Gander to our show last week. Learn more about their amazing true stories, and hear what being in the #ComeFromAway audience meant to them! http:// bit.ly/AAComeFromAway",We welcomed crews landed Gander show last week Learn amazing true stories hear ComeFromAway audience meant http bit ly AAComeFromAway,0,20,0,1,33,1,0,0,1,7, We welcomed crews landed Gander show last week Learn amazing true stories hear Companionway audience meant HTTP bit l 
"Looks like @Delta has launched a new flight status page. Great to see a lot of details about the aircraft and even real descriptions of the food on board (looking at you, @AmericanAir ...) #PaxEx pic.twitter.com/JE7KOMIbTr",Looks like launched new flight status page Great see lot details aircraft even real descriptions food board looking PaxEx pic twitter com JE KOMIbTr,1,26,0,2,34,1,0,0,1,8, Looks like launched new flight status page Great see lot details aircraft even real descriptions food board looking Poleaxe pic twitter com DIE Kommunizma
"Hey @AmericanAir , this is what a TV looks like on @United , invest in some!!!!! Sincerely, Your Customers #Travel pic.twitter.com/mE00NgVrcy – at Fort Lauderdale-Hollywood International Airport (FLL)",Hey TV looks like invest Sincerely Your Customers Travel pic twitter com mE NgVrcy Fort Lauderdale Hollywood International Airport FLL,2,20,0,1,27,1,0,0,1,11, Hey TV looks like invest Sincerely Your Customers Travel pic twitter com me  Fort Lauder dale Hollywood International Airport FL
"Just confirmed #triedandtestedTV are off to the Windy City, Chicago, next Friday via New York City as the show goes Stateside with more filming & interest from the USA Networks and the major Online Platforms. Flying with our friends @AmericanAir all the way. pic.twitter.com/4Z8rRNvdRG",Just confirmed triedandtestedTV Windy City Chicago next Friday via New York City show goes Stateside filming interest USA Networks major Online Platforms Flying friends way pic twitter com Z rRNvdRG,1,30,0,0,44,1,0,0,1,8, Just confirmed  Windy City Chicago next Friday via New York City show goes Stateside filming interest USA Networks major Online Platforms Flying friends way pic twitter com Z 
A recent trip through @DFWAirport brought this view of the @AmericanAir @Airbus #USAirways retro #livery . #avgeek pic.twitter.com/AqObiRegsj,A recent trip brought view USAirways retro livery avgeek pic twitter com AqObiRegsj,0,15,0,0,18,1,0,0,3,8, A recent trip brought view Us Airways retro livery av geek pic twitter com 
The face you make when you finally have your headphones ready and you get on the plane and realize your @AmericanAir flight don't have any TVs... #ConciergeKey pic.twitter.com/cKcQir5Ird,The face make finally headphones ready get plane realize flight TVs ConciergeKey pic twitter com cKcQir Ird,0,17,0,1,27,1,0,0,1,5, The face make finally headphones ready get plane realize flight TVs Concierge Key pic twitter com deckchair Ir
"Glad that when I check a bag an hour before my flight, @AmericanAir still can't get it on the plane...guess I don't need clothes tomorrow.",Glad I check bag hour flight still get plane guess I need clothes tomorrow,0,13,0,1,24,1,0,0,0,6, Glad I check bag hour flight still get plane guess I need clothes tomorrow
"Sayidna, never travel @AmericanAir . It is much more time efficient and convenient to ride a donkey. At least the donkey won’t lose your bags",Sayidna never travel It much time efficient convenient ride donkey At least donkey lose bags,0,14,1,2,22,1,0,0,0,5, Saying never travel It much time efficient convenient ride donkey At least donkey lose bags
Yep. ALWAYS take the name of people who do good.,Yep ALWAYS take name people good,1,6,0,0,10,1,0,0,0,2, Yep ALWAYS take name people good
Washington DC to San Diego (& vice versa) for only $146 roundtrip with @AmericanAir . http://www. secretflying.com/posts/washingt on-dc-san-diego-vice-versa-146-roundtrip/ … pic.twitter.com/ErBcTrOTgL,Washington DC San Diego vice versa roundtrip http www secretflying com posts washingt dc san diego vice versa roundtrip pic twitter com ErBcTrOTgL,1,24,1,0,19,1,0,0,0,10, Washington DC San Diego vice versa round trip HTTP WWW secret flying com posts washing dc San Diego vice versa round trip pic twitter com Globetrotter
"Starting in June, @AmericanAir will operate new flights between @DFWAirport and Reykjavik, Iceland joining WOW Air and Icelandair. http:// bit.ly/2z39gh2 pic.twitter.com/J2MxLU5Nuo",Starting June operate new flights Reykjavik Iceland joining WOW Air Icelandair http bit ly z gh pic twitter com J MxLU Nuo,1,24,0,1,20,1,0,0,0,8, Starting June operate new flights Reykjavik Iceland joining WOW Air Iceland air HTTP bit l z f pic twitter com J Lummox No
"Yay! That’s great guys, it is such a beautiful city, postcard perfect If you decide to go & need any tips you know where we are",Yay That great guys beautiful city postcard perfect If decide go need tips know,0,12,0,3,23,1,0,0,0,5, Say That great guys beautiful city postcard perfect If decide go need tips know
Stopover in #yyt @AmericanAir ??? https:// twitter.com/time/status/93 0582386412261377 …,Stopover yyt https twitter com time status,0,8,0,0,9,1,0,0,1,6, Stopover yet HTTP twitter com time status
Hey @NASA ...how about helping an old friend out and give them their 747 back for a day? Can they just strap a S80 body to the top like the Space Shuttle and sell tickets that way?,Hey helping old friend give back day Can strap S body top like Space Shuttle sell tickets way,0,17,0,3,34,1,0,0,0,4, Hey helping old friend give back day Can strap S body top like Space Shuttle sell tickets way
BREAKING: @AmericanAir to lease a 747 for a week in late December just so it can also get in on the 747 retirement celebrations with Delta and Untied,BREAKING lease week late December also get retirement celebrations Delta Untied,1,12,1,0,27,1,0,0,0,2, BREAKING lease week late December also get retirement celebrations Delta Untied
What will #flying look like in the future? For some #airlines its pretty futuristic today. https://www. nytimes.com/2017/11/13/bus iness/dealbook/flying-technology-travel.html … #airlines #TravelTuesday @SITAonline @IATA @AmericanAir @aurigny @lufthansa @JetBlue @AirCanada @RockwellCollins,What flying look like future For airlines pretty futuristic today https www nytimes com bus iness dealbook flying technology travel html airlines TravelTuesday,0,29,0,3,26,1,0,0,4,18, What flying look like future For airlines pretty futuristic today HTTP WWW anytime com bus sines deal book flying technology travel HTML airlines Travel Tuesday
Looks like @AmericanAir will start seasonal service from @DFWAirport to @kefairport starting June 7th 2018. Tickets go on sale next week. https:// twitter.com/airlineusa/sta tus/930456794195021826 …,Looks like start seasonal service starting June th Tickets go sale next week https twitter com airlineusa sta tus,0,22,0,1,24,1,0,0,0,9, Looks like start seasonal service starting June ht Tickets go sale next week HTTP twitter com airliner sat toes
On my way to the @ASC_Meetings with @ja_schafer . Looking forward to the @UMSL_CCJ presentations. #ASCPhilly thanks @AmericanAir for the nice seat.,On way Looking forward presentations ASCPhilly thanks nice seat,0,15,0,1,21,1,0,0,1,8, On way Looking forward presentations Caerphilly thanks nice seat
"Hi @AmericanAir your #plastic footprint is horrendous , evidence here @5gyres @PlasticPollutes pic.twitter.com/WsLmZgLX9y – at Heathrow Airport",Hi plastic footprint horrendous evidence pic twitter com WsLmZgLX Heathrow Airport,0,14,1,0,16,1,0,0,1,7, Hi plastic footprint horrendous evidence pic twitter com  Heath row Airport
Towing the big boys on #TugTuesdays - Red Zulu seen here towing @AmericanAir @BoeingAirplanes #B77W N733AR from a standoff bay to the Gate @SydneyAirport pic.twitter.com/hupzDM430d,Towing big boys TugTuesdays Red Zulu seen towing B W N AR standoff bay Gate pic twitter com hupzDM,1,22,0,0,25,1,0,0,2,7, Towing big boys Tug Tuesdays Red Zulu seen towing B W N AR standoff bay Gate pic twitter com 
New sustainable aviation fuel study with @nestecorp and @AmericanAir announced today at #AGG2017 ( https://www. neste.com/en/neste-and-a merican-airlines-collaborate-explore-opportunities-renewable-fuel-use … ). It’s going to be a week of SAF news... #ecofly,New sustainable aviation fuel study announced today AGG https www neste com en neste merican airlines collaborate explore opportunities renewable fuel use It going week SAF news ecofly,2,29,0,1,28,1,0,0,2,12, New sustainable aviation fuel study announced today GAG HTTP WWW nest com en nest American airlines collaborate explore opportunities renewable fuel use It going week SAD news ecology
"they also just did the SAME thing to me!! @AmericanAir is horrible. i had cancelled flights, lost bags, dirty planes, bad customer service. https:// twitter.com/StevieGeesus/s tatus/930176438090711040 …",also SAME thing horrible cancelled flights lost bags dirty planes bad customer service https twitter com StevieGeesus tatus,1,18,3,0,24,1,0,0,0,11, also SAME thing horrible canceled flights lost bags dirty planes bad customer service HTTP twitter com Stevie tats
"RIP, and not forgotten.",RIP forgotten,1,2,0,0,4,1,0,0,0,2, RIP forgotten
"as someone who flies 75-100k miles a year on @americanair , it’s becoming extraordinarily hard to stay loyal",someone flies k miles year becoming extraordinarily hard stay loyal,0,11,1,2,15,0,0,0,0,4, someone flies k miles year becoming extraordinarily hard stay loyal
"> @americanair working slowly but surely to become one of America’s worst airlines. Full 820am flight from LAX to DC, and they announce at gate there’s no food to purchase",working slowly surely become one America worst airlines Full flight LAX DC announce gate food purchase,2,17,2,0,28,1,0,0,0,6, working slowly surely become one America worst airlines Full flight LAX DC announce gate food purchase
Because why wouldn’t a morning flight on Monday the 13th not start with leaking brake fluid?! @AmericanAir,Because morning flight Monday th start leaking brake fluid,0,9,1,0,16,1,0,0,0,3, Because morning flight Monday ht start leaking brake fluid
"To the @AmericanAir agent who, unprompted, asked if I'd like to switch from a middle seat: pic.twitter.com/DVr5mRBukK",To agent unprompted asked I like switch middle seat pic twitter com DVr mRBukK,0,13,0,1,16,1,0,0,0,6, To agent unprompted asked I like switch middle seat pic twitter com DVR rebuke
I'm winging it back to Chicago on @AmericanAir Congrats to all our chefs who competed in the World Food Championships for #CulinaryFightClub pic.twitter.com/gGosFRYVma,I winging back Chicago Congrats chefs competed World Food Championships CulinaryFightClub pic twitter com gGosFRYVma,0,15,0,0,23,1,0,0,1,4, I winging back Chicago Congrats chefs competed World Food Championships Nightclubbing pic twitter com 
AFA honored our nation's veterans this weekend at the @AmericanAir #SkyBall in support of the Airpower Foundation. A special thank you to our table sponsors @OrbitalATK and the Texas GOs! pic.twitter.com/PmJTKOzskd,AFA honored nation veterans weekend SkyBall support Airpower Foundation A special thank table sponsors Texas GOs pic twitter com PmJTKOzskd,1,21,0,3,28,1,0,0,1,7, FA honored nation veterans weekend Sky Ball support Air power Foundation A special thank table sponsors Texas Os pic twitter com 
"Very excited to be working with Chile Tourism! Speaking in LA, Seattle and Denver about my trip last year. first stop, LA @chiletravel @AmericanAir #Chile #travel #travelphotography #thisischile pic.twitter.com/358zn3MImT",Very excited working Chile Tourism Speaking LA Seattle Denver trip last year first stop LA Chile travel travelphotography thisischile pic twitter com zn MImT,2,25,0,1,28,1,0,0,4,11, Very excited working Chile Tourism Speaking LA Seattle Denver trip last year first stop LA Chile travel travel photography thistledown pic twitter com Zn Mi Mt
When it's -10 degrees outside and your @AmericanAir flight is disgustingly hot for some reason... I might suffocate before I get to Bahamas,When degrees outside flight disgustingly hot reason I might suffocate I get Bahamas,0,11,2,1,20,1,0,0,0,4, When degrees outside flight disgustingly hot reason I might suffocate I get Bahamas
"Such an honour and pleasure to host the ITM Board @loewsmiami at the weekend. Thank you @ITMtweets , @British_Airways , @AmericanAir and @Loews_Hotels for the fantastic opportunity. pic.twitter.com/cRYIk2dgBT",Such honour pleasure host ITM Board weekend Thank fantastic opportunity pic twitter com cRYIk dgBT,1,21,0,3,25,1,0,0,0,10, Such honor pleasure host IT Board weekend Thank fantastic opportunity pic twitter com crikey debt
"American Airlines Flight AA 587 crashed in Belle Harbor, Queens #NY , 16 years ago 265 #people were killed. #ReTweet to honor them #BelleHarbor #Queens @AmericanAir #AA587 #AmericanAirlines #NYC pic.twitter.com/XQiA152ogB",American Airlines Flight AA crashed Belle Harbor Queens NY years ago people killed ReTweet honor BelleHarbor Queens AA AmericanAirlines NYC pic twitter com XQiA ogB,4,26,1,1,28,1,0,0,8,13, American Airlines Flight AA crashed Belle Harbor Queens NY years ago people killed Re Tweet honor Belle Harbor Queens AA American Airlines NYC pic twitter com Xian gob
An @AmericanAir 787 touching down in Auckland. https://www. jetphotos.com/photo/8755929 © Liam Mackinnon pic.twitter.com/rTx7FQuR7R,An touching Auckland https www jetphotos com photo Liam Mackinnon pic twitter com rTx FQuR R,0,16,0,0,13,1,0,0,0,6, An touching Auckland HTTP WWW jet photos com photo Lima Mackinac pic twitter com rt Fur R
